path,source,drone_present,gt_box_h_px,size_bin,lighting,background,backlit,exposure_issue,appearance_color,appearance_shape,notes
data/images_eval/antiuav_vis/20190925_101846_1_1/000621.jpg,antiuav_vis,1,73.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000641.jpg,antiuav_vis,1,89.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000661.jpg,antiuav_vis,1,88.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000681.jpg,antiuav_vis,1,82.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000701.jpg,antiuav_vis,1,83.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000721.jpg,antiuav_vis,1,85.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000741.jpg,antiuav_vis,1,93.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000761.jpg,antiuav_vis,1,87.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000781.jpg,antiuav_vis,1,89.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000801.jpg,antiuav_vis,1,81.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000821.jpg,antiuav_vis,1,77.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000841.jpg,antiuav_vis,1,83.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000861.jpg,antiuav_vis,1,78.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000881.jpg,antiuav_vis,1,83.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000901.jpg,antiuav_vis,1,75.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000921.jpg,antiuav_vis,1,78.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000941.jpg,antiuav_vis,1,82.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000961.jpg,antiuav_vis,1,77.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000981.jpg,antiuav_vis,1,80.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000001.jpg,antiuav_vis,1,52.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000021.jpg,antiuav_vis,1,51.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000041.jpg,antiuav_vis,1,57.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000061.jpg,antiuav_vis,1,53.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000081.jpg,antiuav_vis,1,56.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000101.jpg,antiuav_vis,1,62.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000121.jpg,antiuav_vis,1,66.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000141.jpg,antiuav_vis,1,50.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000161.jpg,antiuav_vis,1,64.00,Medium,day,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000181.jpg,antiuav_vis,1,58.00,Medium,day,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000201.jpg,antiuav_vis,1,53.00,Medium,day,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000221.jpg,antiuav_vis,1,55.00,Medium,day,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000241.jpg,antiuav_vis,1,57.00,Medium,day,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000261.jpg,antiuav_vis,1,57.00,Medium,day,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000281.jpg,antiuav_vis,1,60.00,Medium,day,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000301.jpg,antiuav_vis,1,55.00,Medium,day,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000321.jpg,antiuav_vis,1,65.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000341.jpg,antiuav_vis,1,56.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000361.jpg,antiuav_vis,1,49.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000381.jpg,antiuav_vis,1,66.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000401.jpg,antiuav_vis,1,59.00,Medium,cloudy,,yes,none,,,
